id_user;computador_pessoal;gosto_jogos;frequencia_jogos;gosto_jogos_aventura;gosto_jogos_luta_acao;gosto_jogos_rpg;gosto_jogos_puzzle;gosto_jogos_esporte;ja_jogou_rpg_eletronico;ja_jogou_rpg_mesa;sexo;ano_nascimento;estado_civil;filhos
6369;1;4;4;5;5;5;2;2;5;5;1;1969;2;1
6371;1;5;5;5;5;5;3;5;4;4;2;1986;1;2
6372;1;2;4;2;1;2;2;2;1;4;1;1984;2;1
6373;1;2;4;1;1;2;1;2;2;5;2;2002;4;2
6374;1;5;5;3;3;3;3;1;5;4;1;2002;1;2
6375;2;2;4;5;2;5;5;1;3;5;1;2000;1;2
6376;1;2;3;1;2;1;2;1;2;2;1;2001;5;1
6377;3;3;4;2;1;3;4;5;5;5;1;2001;1;2
6378;1;3;4;1;1;5;1;5;2;4;2;2002;1;2
6379;1;1;1;1;2;1;1;4;2;4;1;2003;1;2
6380;1;1;2;1;1;4;3;1;1;4;1;1999;1;2
6381;1;1;1;1;1;1;1;3;1;2;2;2001;1;2
6382;1;5;5;5;5;5;5;5;4;4;1;1999;1;2
6384;2;2;4;1;4;5;1;2;4;4;2;2001;1;1
6386;1;2;3;3;3;4;4;1;2;4;1;2000;1;2
6387;1;1;1;1;1;1;3;3;1;3;1;2002;1;2
6388;1;2;4;1;1;4;3;1;3;4;2;2001;4;2
6389;1;2;4;4;1;5;1;3;4;5;2;2003;1;2
6390;1;2;4;1;3;3;2;5;4;4;1;2002;1;2
6391;1;2;4;2;2;2;2;3;2;2;1;1993;1;2
6392;3;4;4;4;5;5;2;5;4;4;2;1987;4;1
6393;1;1;4;1;2;3;3;1;4;4;1;2001;1;2
6394;1;1;2;2;2;1;3;3;1;4;1;1999;1;2
6395;1;4;5;4;5;4;1;4;4;4;2;1982;2;1
6397;1;4;4;2;3;4;1;5;4;4;2;2002;1;2
6399;1;2;2;2;2;3;2;2;1;4;1;1997;5;1
6400;1;1;1;2;2;2;3;1;1;4;1;2002;1;2
6401;1;1;4;1;1;5;3;1;2;5;1;2002;1;2
6402;1;2;3;2;2;3;2;1;2;4;1;2001;1;1
6402;1;2;3;2;2;3;2;1;2;4;1;2001;1;1
6403;2;2;4;1;2;2;2;1;3;3;1;2003;1;2
6404;1;1;4;2;2;1;2;3;2;2;1;2002;1;2
6406;1;1;2;3;1;3;5;5;4;4;1;2002;1;2
6407;3;1;2;2;4;2;1;4;4;2;1;2003;1;2
6408;1;1;2;1;1;4;1;3;5;5;2;2002;1;2
6409;1;1;3;3;1;1;3;2;2;4;2;2003;1;2
6409;1;1;3;3;1;1;3;2;2;4;2;2003;1;2
6410;1;1;2;1;1;4;4;2;2;4;1;2002;1;2
6411;1;1;1;1;1;1;2;1;2;3;1;2002;1;2
6412;3;1;2;1;2;1;2;5;3;4;1;2003;1;2
6413;1;3;4;3;3;5;3;4;4;5;2;2003;1;2
6414;1;2;4;4;4;4;2;4;4;4;2;2003;1;2
6415;1;1;2;1;1;1;1;1;1;3;1;2003;1;2
6416;1;1;1;2;1;1;2;1;1;4;1;2002;1;2
6417;1;1;4;1;2;3;3;1;2;4;1;2002;1;2
6418;1;2;4;1;1;3;1;4;4;4;1;2002;1;2
6419;2;1;1;1;1;2;3;5;1;3;1;2003;1;2
6420;1;3;4;3;5;5;2;5;4;4;2;2002;1;2
6421;2;3;4;3;2;3;3;2;4;5;1;2003;1;2
6422;3;1;2;1;1;1;2;4;1;3;2;2001;1;2
6423;3;2;2;1;2;2;1;5;2;3;1;2002;1;2
6424;3;1;4;2;1;1;2;3;1;4;1;2000;1;2
6425;1;3;4;4;2;5;1;3;4;5;2;2002;1;2
6426;1;2;3;1;1;4;3;5;4;5;2;2002;1;2
6427;1;2;3;2;2;1;3;2;2;2;1;1998;1;2
6428;2;3;4;2;2;2;3;5;5;4;2;2003;1;2
6429;1;1;4;2;2;4;3;5;2;4;1;2002;1;2
6430;1;2;4;1;5;4;3;2;4;4;2;1983;2;2
6431;1;1;2;1;1;2;4;3;2;5;1;2002;1;2
6432;1;2;4;2;2;3;3;2;2;2;1;2000;1;2
6433;1;3;3;2;3;2;2;5;4;4;2;2001;1;2
6434;1;5;5;5;5;5;5;5;5;5;2;1995;5;1
6435;1;2;4;1;2;3;2;2;4;2;2;1995;1;2
6436;1;1;1;2;3;2;2;4;2;3;1;1998;1;2
6437;1;2;3;3;3;1;3;3;1;4;1;1990;2;1
6439;3;5;5;5;5;5;5;5;5;5;2;2002;1;2
6440;1;2;3;2;5;1;2;3;1;5;1;2001;1;2
6442;1;1;3;1;1;1;1;5;1;1;1;2001;1;2
6443;1;4;4;2;3;4;1;1;4;4;2;2003;1;2
6444;1;1;2;1;5;2;1;4;2;3;2;2003;1;2
6445;1;1;1;2;2;2;2;3;2;4;2;2003;1;2
6446;1;1;1;4;1;5;1;2;4;5;1;2003;1;2
6447;1;2;3;2;3;1;2;4;3;4;2;2004;1;2
6448;1;1;1;2;3;4;2;4;2;5;1;1996;1;2
6449;1;3;4;2;3;1;1;5;2;4;2;2002;1;2
6450;3;5;5;5;5;5;5;5;5;5;2;2002;1;1
6451;1;1;1;2;2;3;3;5;2;4;1;2002;1;2
6452;1;5;5;5;5;5;5;5;4;5;2;2003;1;2
6453;1;4;4;5;1;5;2;5;5;5;2;2000;1;2
6454;3;2;3;1;2;3;1;3;1;2;2;1992;5;1
6455;2;5;5;5;5;5;4;5;5;5;1;2002;1;2
6455;2;5;5;5;5;5;4;5;5;5;1;2002;1;2
6456;1;1;1;1;1;1;3;1;1;4;1;2002;1;2
6457;3;3;4;2;2;2;2;5;2;4;2;2003;1;2
6458;1;4;4;3;2;3;1;3;4;4;2;2002;1;2
6459;2;2;4;2;1;5;3;4;4;4;2;2002;1;2
6460;1;2;4;4;3;5;1;5;4;4;2;2003;1;2
6461;1;1;4;1;2;3;2;3;4;4;2;2000;1;2
6462;1;2;4;2;1;2;1;3;2;2;1;2002;1;2
6463;1;1;4;1;1;3;2;2;3;4;2;1995;1;1
6464;1;2;1;2;1;2;1;3;2;4;1;2001;1;2
6465;1;1;2;1;1;1;2;3;2;4;1;1993;1;2
6466;1;1;2;3;2;4;2;1;4;5;1;2000;1;2
6467;1;1;2;1;1;1;1;3;1;1;1;2002;1;2
6471;3;4;4;4;4;4;3;2;3;5;1;1997;1;1
6472;1;1;3;1;1;2;2;1;2;4;1;2002;1;2
6474;1;2;4;2;2;5;2;5;3;3;2;2002;1;2
6475;1;4;4;2;2;2;1;4;3;4;2;2001;1;2
6477;3;1;2;2;1;1;3;4;2;4;2;2002;1;2
6479;1;1;1;2;3;1;2;4;1;3;1;1995;1;2
6480;3;3;4;2;2;3;2;3;3;4;1;2001;1;2
6481;1;4;4;2;2;5;2;5;4;2;1;2001;1;2
6483;1;1;1;2;3;3;1;3;1;2;1;1999;1;2
6484;1;1;1;1;1;2;2;1;1;3;1;2002;1;2
6485;1;1;3;1;1;2;1;1;1;3;1;2003;1;2
6486;2;2;3;2;1;5;2;1;4;4;1;1995;1;2
6487;1;4;4;4;3;5;4;4;4;4;1;1996;1;2
6488;1;1;1;2;2;2;4;4;1;3;1;2002;1;2
6493;1;1;1;1;1;1;1;1;1;1;1;2004;1;2
6499;1;2;2;1;2;3;3;2;3;3;1;1998;1;2
6519;1;4;4;4;4;4;1;4;4;5;2;1995;1;2
6520;1;2;4;1;1;5;2;2;5;4;2;2001;1;2
6522;3;4;4;3;3;3;3;3;4;4;2;2001;1;2
6523;2;2;1;2;2;1;2;5;2;4;1;2001;1;2
6531;2;1;2;2;2;3;2;2;2;4;1;1999;1;2
6533;3;2;4;3;2;5;3;5;4;4;2;2002;1;2
6534;1;5;4;2;5;5;2;5;3;5;2;1995;1;2
6535;2;2;4;2;2;2;2;2;2;2;1;1988;1;1
6549;2;5;4;4;5;5;4;5;5;5;1;1999;1;2
6582;2;2;5;2;2;5;2;5;4;5;2;2002;1;2
6600;1;1;1;1;1;1;1;1;1;1;1;2002;1;2
6604;1;4;4;2;2;2;2;2;3;4;1;2002;1;2
6605;1;3;5;2;2;4;2;1;4;4;2;2002;1;2
6611;1;1;2;2;2;1;3;1;1;2;1;1996;5;2
6612;1;2;2;3;1;5;2;1;3;4;1;2002;1;2
6613;1;3;4;3;2;3;3;1;4;4;1;1997;1;2
6615;1;1;4;1;2;4;4;5;2;3;1;2003;1;2
6670;1;2;4;3;3;5;1;2;4;4;2;2003;1;2
6769;1;4;4;4;4;4;3;5;4;4;2;2002;1;2
7042;1;2;2;1;1;1;3;2;3;5;1;2003;1;2
7090;3;1;2;1;1;1;1;2;1;1;2;2000;1;2
7097;1;1;1;1;1;3;2;1;2;3;1;1999;1;2
7098;1;2;2;2;1;2;3;2;1;4;1;2002;1;2
7100;1;3;4;2;2;2;2;5;2;2;2;2002;1;2
7101;1;1;1;2;1;2;2;2;1;2;1;2001;1;2
7102;1;1;2;1;3;1;2;2;2;3;1;2003;1;2
7103;1;1;3;2;1;3;2;1;4;4;1;2003;1;2
7104;1;2;3;1;3;4;2;1;2;4;1;2002;1;2
7105;1;1;2;1;1;3;2;2;1;4;1;2001;1;2
7106;1;3;4;1;1;4;1;1;3;4;2;2001;1;2
7107;1;1;2;2;2;2;2;2;2;3;1;2003;1;2
7108;1;1;4;1;1;2;2;2;1;2;1;2002;1;2
7109;1;1;3;1;1;2;1;1;2;2;1;2003;1;2
7111;1;2;4;1;2;2;1;1;4;4;2;1998;1;2
7112;1;1;2;1;1;1;2;2;2;4;1;2000;1;2
7113;2;5;1;1;1;1;1;1;2;2;2;2022;1;2
7114;1;2;4;2;2;5;5;1;4;4;1;2002;1;2
7115;1;1;3;2;3;4;2;2;2;4;2;2002;5;1
7116;1;1;4;1;1;1;4;2;2;4;1;2002;1;2
7118;1;1;4;1;1;1;5;1;1;4;1;2003;1;2
7119;1;3;4;2;2;2;1;2;2;4;1;2003;1;2
7121;1;1;2;1;1;5;1;1;4;4;1;2003;1;2
7122;1;1;2;1;1;1;3;4;3;4;1;2003;1;2
7123;1;3;4;2;2;5;1;1;5;5;2;2002;1;2
7124;3;5;5;5;4;4;2;5;5;5;2;2002;1;2
7125;1;3;4;4;2;4;1;3;4;4;2;2003;1;2
7126;2;1;3;1;3;1;2;3;1;4;2;2002;1;2
7127;1;1;4;2;2;2;2;1;3;3;1;2000;1;2
7128;1;1;4;1;1;3;2;1;2;3;2;2004;1;2
7129;1;2;3;2;4;4;1;4;2;2;2;1982;2;1
7130;1;2;4;3;1;4;2;5;2;5;2;2003;1;2
7131;3;1;2;1;1;1;3;4;2;4;1;2002;1;2
7132;2;1;2;1;1;1;2;2;2;3;2;2002;1;1
7133;1;2;4;2;3;4;2;4;4;4;2;2002;1;2
7134;1;2;3;3;3;3;3;3;2;4;2;2002;1;2
7135;2;1;1;1;1;1;1;1;1;4;1;2003;1;2
7136;1;2;2;1;2;2;1;1;2;4;2;2003;1;2
7137;1;1;5;2;4;5;4;1;1;5;1;1999;1;2
7138;1;4;4;2;2;5;2;5;4;4;2;2003;1;2
7139;1;4;4;2;3;3;4;5;4;4;2;2002;1;2
7140;2;1;4;1;3;3;1;1;2;4;1;2002;1;2
7141;1;4;4;4;5;5;2;2;5;5;2;1988;1;2
7142;2;2;3;1;1;4;1;2;2;4;1;2003;1;2
7143;1;2;4;2;2;3;3;2;2;3;1;2003;1;2
7144;1;3;4;3;2;2;3;4;4;4;1;2003;1;2
7146;1;1;2;1;2;2;3;4;1;5;1;2002;1;2
7147;1;1;4;1;1;3;3;1;3;3;1;2004;1;2
7147;1;1;4;1;1;3;3;1;3;3;1;2004;1;2
7148;1;2;4;2;1;2;1;5;2;4;2;2002;1;2
7149;2;2;4;2;2;5;5;1;4;4;1;2003;1;2
7150;1;2;3;2;2;5;3;2;4;3;1;1988;1;1
7151;1;1;3;2;2;3;3;2;2;4;1;1989;1;1
7152;1;2;2;3;2;2;4;5;2;4;1;2000;1;2
7154;2;2;4;2;2;2;2;2;3;3;1;2000;1;2
7155;1;2;3;2;2;3;2;3;2;3;1;2000;2;1
7158;1;1;1;1;1;2;1;1;2;4;2;2003;1;2
7159;1;2;4;2;3;2;2;2;4;3;2;1998;1;2
7160;1;1;3;1;1;1;1;1;2;1;1;1999;1;2
7161;1;4;4;1;2;5;1;1;4;4;1;1998;1;2
7162;1;5;5;3;5;5;2;5;5;4;2;2003;1;2
7163;1;2;1;2;2;1;1;3;1;1;1;2003;1;2
7164;1;1;1;1;3;3;2;2;2;3;1;2022;2;2
7165;1;1;4;2;2;2;2;2;2;4;1;2000;1;2
7166;1;2;2;2;2;4;1;4;3;4;2;2001;1;2
7167;1;1;1;1;1;1;2;4;1;3;1;2001;1;2
7168;1;2;4;3;2;1;2;5;1;4;1;1995;1;2
7169;2;3;2;1;1;5;3;3;2;5;1;2003;1;2
7170;1;1;2;2;2;1;1;1;1;1;1;1995;1;2
7171;1;1;4;2;1;1;2;3;2;4;1;1993;1;2
7172;1;1;1;1;1;1;1;5;2;1;2;2000;1;2
7173;3;2;3;1;1;3;3;4;1;5;1;2001;1;2
7174;1;2;4;3;3;3;3;3;2;4;1;2001;1;2
7175;1;5;5;5;5;5;5;5;4;4;2;2002;1;2
7176;1;2;4;1;1;1;1;3;2;4;2;2000;1;2
7177;1;3;4;2;2;5;2;5;5;5;2;2001;5;1
7178;1;3;4;2;2;1;1;5;2;4;2;1998;1;2
7179;1;1;3;1;1;1;1;3;2;3;2;2004;1;2
7180;3;3;4;2;4;2;1;4;4;3;2;1997;1;2
7181;1;1;1;1;1;1;3;3;1;4;1;1995;1;2
7185;1;3;4;2;2;3;3;4;2;4;1;2003;1;2
7186;1;4;4;4;4;4;3;5;4;4;2;2003;1;2
7187;2;1;4;2;2;5;2;1;4;4;2;2002;1;2
7188;1;1;2;1;1;2;3;2;1;3;1;2003;1;2
7188;1;1;2;1;1;2;3;2;2;3;1;2003;1;2
7190;1;1;1;1;1;1;1;3;1;4;1;2003;1;2
7192;3;3;4;2;3;5;2;2;4;4;2;2003;1;2
7193;1;2;2;1;4;3;1;1;4;4;2;1999;1;2
7194;1;1;2;1;2;2;1;1;2;4;1;2002;1;2
7195;1;3;2;1;2;2;3;1;3;4;1;2002;1;2
7196;1;1;4;2;2;3;2;5;3;5;1;1998;1;2
7198;2;2;3;2;1;5;4;4;3;3;1;2003;1;2
7200;1;1;2;1;1;1;3;4;1;2;2;2000;1;2
7201;1;1;4;1;1;2;1;1;2;2;1;2000;1;2
7202;1;4;5;4;2;5;2;5;4;5;2;1995;1;2
7203;1;2;3;1;2;2;2;3;2;2;1;2001;1;2
7204;3;2;4;2;3;3;1;3;4;4;1;2002;1;2
7205;2;3;4;3;1;4;3;1;4;4;2;2001;1;2
7206;1;1;1;2;3;1;3;4;1;1;1;1999;1;2
7209;1;1;1;1;2;2;2;1;2;4;1;1997;1;2
7211;1;4;4;2;2;2;2;2;2;4;2;1998;1;2
7212;1;3;4;2;4;5;3;5;5;5;2;2003;1;2
7213;1;1;1;2;2;1;3;3;1;4;1;2001;1;2
7214;1;2;2;2;2;4;2;2;4;4;2;2003;1;2
7215;1;4;5;3;3;4;4;5;4;4;1;1984;2;2
7216;2;2;4;2;2;4;4;1;4;4;2;2002;1;2
7217;1;4;5;3;3;3;2;3;4;5;2;1998;1;2
7218;1;1;3;1;4;3;5;5;2;4;1;2001;1;2
7219;1;2;2;2;2;5;5;2;4;4;2;1999;1;2
7220;1;5;5;5;5;5;5;5;5;5;1;2022;1;1
7221;1;4;4;3;3;4;4;3;4;4;2;2003;1;2
7229;1;1;1;1;1;1;2;2;1;4;1;2003;1;2
7234;1;3;4;2;2;5;2;1;3;4;1;2001;1;2
7235;3;1;4;1;1;1;1;1;3;3;2;2003;1;2
7236;1;1;2;1;1;1;1;4;2;4;2;1994;1;2
7237;1;2;5;2;2;5;2;2;4;4;2;2003;1;2
7241;1;5;5;5;5;5;5;5;4;4;1;2002;1;2
7247;1;1;2;1;4;1;1;4;1;1;1;1996;1;2
7248;1;5;5;5;5;5;5;5;5;5;2;2003;1;2
7255;1;1;2;1;1;1;1;1;1;4;1;2022;1;2
