id_user;computador_pessoal;gosto_jogos;frequencia_jogos;gosto_jogos_aventura;gosto_jogos_luta_acao;gosto_jogos_rpg;gosto_jogos_puzzle;gosto_jogos_esporte;ja_jogou_rpg_eletronico;ja_jogou_rpg_mesa;sexo;ano_nascimento;estado_civil;filhos
5199;1;1;1;1;1;2;2;2;1;3;1;2001;1;2
5200;2;4;4;4;2;4;4;4;4;5;2;2002;1;2
5201;1;1;1;2;2;1;4;3;1;4;1;2000;1;2
5202;1;2;5;2;2;3;2;4;3;4;1;2002;1;2
5203;1;2;4;2;2;3;2;4;4;4;2;2002;1;2
5204;1;1;2;1;1;3;2;2;2;4;1;2002;1;2
5205;1;2;4;3;2;3;2;4;3;5;2;2002;1;2
5206;1;1;2;1;1;1;1;1;2;4;1;2000;1;2
5207;1;1;4;1;1;5;5;5;2;5;1;2002;1;2
5208;1;3;3;2;2;3;2;3;3;4;1;2000;1;2
5209;2;4;4;5;2;5;2;4;5;5;1;2000;1;2
5210;2;4;1;1;5;5;1;5;4;5;2;2001;1;2
5211;1;1;1;1;3;4;2;1;2;2;1;1998;1;2
5212;1;1;1;1;1;2;2;3;2;4;1;2000;1;2
5213;1;4;4;3;4;3;2;4;4;4;2;2001;1;2
5214;1;3;5;2;3;5;1;5;4;5;1;2002;1;2
5215;1;3;4;3;4;2;2;4;3;4;2;2002;1;2
5217;1;2;1;1;3;3;2;5;4;4;2;2002;1;2
5218;1;1;4;1;2;2;2;3;2;4;2;2002;1;2
5219;1;2;4;1;2;2;2;5;2;4;2;2000;1;2
5220;1;3;4;1;2;4;1;4;4;4;2;2002;1;2
5221;1;1;3;1;1;5;5;1;2;2;1;2002;1;2
5222;1;1;2;1;2;2;2;4;3;3;1;2002;1;2
5223;1;4;4;5;5;5;5;5;4;4;2;1998;1;2
5224;1;1;3;1;3;2;3;5;2;4;2;2001;1;1
5225;1;3;4;2;2;2;2;5;4;4;1;2001;1;2
5226;1;2;2;1;1;1;1;2;2;4;2;2002;1;2
5228;2;5;5;3;5;5;1;5;4;4;2;2002;1;2
5229;2;2;3;2;2;4;2;3;4;4;2;2002;1;2
5230;1;3;4;2;2;2;2;5;4;5;2;2001;1;2
5231;1;1;2;1;1;2;2;1;2;2;1;2002;1;2
5233;2;2;3;1;2;2;2;4;2;4;1;2000;1;2
5244;1;1;3;1;2;2;2;4;1;3;1;1991;5;2
5245;2;5;5;5;5;5;5;5;5;5;2;2021;1;2
5250;1;2;3;2;2;1;1;3;1;1;1;2002;1;2
5279;1;2;4;1;1;4;1;3;2;4;1;2001;1;2
5281;1;1;4;1;1;1;2;2;1;1;2;2000;1;2
5283;1;3;3;2;2;3;2;2;2;3;1;2020;1;2
5284;1;1;1;2;1;4;2;4;1;4;1;2002;1;2
5285;1;2;4;1;2;1;3;2;1;2;1;2001;1;2
5287;1;1;2;1;2;1;2;3;1;2;1;1987;1;2
5288;1;3;4;1;3;5;2;1;2;4;1;1999;1;2
5292;1;1;2;2;2;2;2;1;2;4;1;2001;1;1
5299;1;2;4;2;2;1;2;3;1;2;2;2000;1;2
5302;2;5;5;5;5;5;3;5;4;4;2;1998;1;2
5303;1;1;2;1;1;1;1;1;2;4;1;2001;1;2
5304;1;2;3;2;4;4;3;1;5;5;1;2000;1;2
5305;2;2;2;1;1;2;2;1;4;4;1;2001;1;2
5306;2;3;4;2;2;3;2;2;3;4;1;2001;1;2
5308;1;2;2;2;3;3;1;2;2;4;1;2002;1;2
5310;1;5;4;4;4;5;4;3;4;4;1;1998;1;2
5311;1;1;4;1;2;2;1;4;2;4;2;2002;1;2
5312;1;1;1;1;2;1;2;5;1;3;1;2020;1;2
5313;1;1;4;1;3;2;3;3;2;4;1;1994;1;2
5315;1;4;4;4;5;4;2;5;3;4;2;1999;1;2
5316;2;2;2;3;2;3;3;1;2;5;1;2001;1;2
5318;1;5;5;4;5;5;2;5;4;4;2;1998;1;2
5319;1;4;4;1;3;3;1;2;3;4;2;1997;1;2
5320;1;4;4;3;5;4;3;5;3;4;2;2002;1;2
5321;1;1;4;2;1;1;1;4;2;4;2;2002;1;2
5323;2;5;5;5;5;5;5;5;5;5;2;1996;1;2
5324;1;3;4;2;3;4;1;5;5;2;2;2001;1;2
5360;1;2;2;1;2;1;3;5;1;4;1;2002;1;2
5363;1;2;2;1;4;4;2;2;1;1;2;2002;1;2
5380;1;1;1;3;2;1;3;2;1;2;1;2001;1;2
5385;2;1;1;1;1;1;3;3;1;4;1;1999;5;2
5390;2;1;2;1;1;1;1;1;1;1;1;2020;2;2
5394;1;1;1;1;1;2;2;4;2;2;2;1998;1;2
5405;1;1;1;1;1;1;1;1;1;1;1;2022;1;1
5435;1;3;4;3;3;3;2;5;3;3;2;2020;1;2
5436;1;3;4;2;3;5;1;4;4;4;2;2002;1;2
5440;2;1;1;3;3;3;3;2;3;4;1;2001;1;2
5441;1;1;1;2;2;1;2;3;2;2;2;2000;1;2
5442;1;1;4;1;1;1;1;3;1;1;1;2000;1;2
5443;1;4;4;2;4;4;2;5;3;4;1;1999;1;2
5444;1;2;4;2;1;3;4;4;3;5;1;1992;1;2
5445;1;5;5;5;5;5;4;5;4;4;1;1986;2;2
5446;1;3;4;2;3;2;1;5;3;4;2;2000;1;2
5447;1;2;4;2;2;4;4;3;5;5;2;1999;1;2
5448;1;3;4;1;4;3;2;4;5;3;1;1994;1;1
5450;1;1;5;2;4;2;5;4;4;4;2;2000;1;2
5452;1;2;2;3;5;4;1;2;3;4;2;1997;2;2
5453;2;2;3;2;2;2;2;5;2;4;2;2002;1;2
5454;1;1;1;1;1;1;1;4;1;4;2;2002;1;2
5455;1;5;5;5;5;5;5;5;5;5;2;1999;1;2
5456;1;1;2;1;3;1;1;3;1;1;1;1998;1;2
5457;2;3;5;5;3;5;3;3;5;5;2;2002;1;2
5458;3;4;3;5;5;5;3;5;4;4;2;1987;5;1
5459;2;2;4;2;2;3;1;3;2;4;1;2000;1;2
5460;1;2;4;2;3;1;1;2;2;4;1;1997;5;2
5462;1;1;1;2;2;1;2;1;1;4;1;1997;1;2
5463;1;5;5;5;5;5;5;5;4;4;2;1999;1;2
5464;1;3;4;2;2;2;2;4;2;3;2;1997;1;2
5466;1;3;5;2;4;3;1;5;4;4;2;1997;1;2
5467;1;1;1;2;2;1;2;4;1;2;1;1998;1;2
5468;1;2;4;2;3;1;3;2;1;4;1;1993;1;2
5469;1;1;1;1;3;3;1;1;2;4;1;1991;1;2
5471;1;1;2;1;2;3;2;2;2;4;1;2001;1;2
5472;3;3;3;3;3;3;3;4;3;4;2;1998;1;2
5473;1;1;1;2;1;1;2;3;2;2;2;2001;1;2
5476;1;2;4;2;2;5;2;2;4;4;2;2001;1;2
5477;1;4;5;4;5;2;2;5;4;2;2;1998;1;2
5478;1;1;4;1;1;3;2;2;2;4;2;1997;1;2
5480;3;2;4;2;1;2;3;1;2;4;1;2001;1;2
5481;1;2;4;2;2;4;2;2;4;4;1;1990;1;2
5482;1;2;2;2;2;2;2;2;1;2;1;1977;2;1
5484;1;2;4;2;2;4;2;2;2;4;1;1999;1;2
5485;1;4;5;4;5;4;1;4;4;4;2;1976;2;1
5486;1;2;3;1;2;3;1;4;2;3;1;2002;1;2
5488;1;1;1;2;2;1;3;5;1;1;1;1996;1;2
5489;1;1;1;1;1;2;2;2;1;1;1;2001;1;2
5491;2;2;2;2;2;2;2;3;3;4;1;1997;1;2
5492;1;5;4;3;5;5;2;3;5;5;1;2001;1;2
5493;1;2;3;1;3;4;1;3;3;4;2;1998;1;2
5495;1;4;4;5;5;5;4;5;4;4;2;2001;1;2
5497;1;2;3;2;5;2;2;5;2;1;1;1971;2;1
5498;1;3;3;2;2;3;2;1;2;3;1;1981;2;1
5499;1;1;1;1;2;1;2;2;1;3;1;2001;1;2
5500;1;4;4;4;4;4;1;4;4;4;1;1981;2;1
5501;1;4;4;3;2;5;2;1;4;4;1;2000;1;2
5502;1;2;4;1;1;4;2;1;4;4;2;1999;1;2
5503;1;1;1;2;2;2;2;2;2;2;1;2000;1;2
5507;1;4;3;4;4;4;4;4;5;5;1;1977;2;1
5508;1;4;4;3;4;5;2;4;2;3;1;1998;1;2
5509;3;3;4;2;5;5;1;5;4;4;2;1995;1;2
5509;3;3;4;2;5;5;1;5;4;4;2;1995;1;2
5511;1;2;4;1;2;3;3;3;4;4;1;2001;1;2
5512;1;2;3;2;2;3;2;3;1;2;1;1971;4;1
5514;1;2;4;4;3;5;2;1;3;4;1;1996;1;2
5515;1;2;2;2;2;4;3;2;2;4;1;1997;1;2
5516;1;1;1;2;2;1;2;4;1;4;1;1992;1;2
5517;1;2;3;2;4;2;2;4;2;2;2;1982;2;1
5519;3;1;2;2;2;2;2;5;1;2;1;1995;5;1
5520;1;3;4;4;4;4;2;1;2;4;1;1988;2;1
5522;1;2;2;2;2;2;3;2;2;4;1;2002;1;2
5523;3;1;2;1;2;1;3;2;1;1;2;1998;1;2
5524;1;4;4;4;4;4;4;2;4;4;2;1990;1;2
5525;1;2;4;2;1;3;2;5;3;4;1;1999;1;2
5529;1;3;3;1;2;1;2;5;2;2;1;1995;1;2
5530;2;2;2;2;3;5;5;4;5;5;1;2001;1;2
5532;3;1;3;1;3;5;2;1;4;4;1;1994;1;2
5535;1;2;4;3;2;1;2;5;1;4;2;1996;1;2
5536;1;5;5;5;5;5;5;5;4;5;2;2001;1;2
5537;1;2;4;2;2;1;2;4;4;4;2;2001;1;2
5538;3;4;4;3;4;3;1;5;4;4;1;2000;1;2
5539;2;2;2;2;2;2;2;4;2;4;1;2001;1;2
5541;1;1;2;1;1;5;5;1;4;4;1;1995;1;2
5543;1;1;1;1;1;1;1;1;1;4;1;1995;1;2
5544;1;5;5;3;2;5;1;5;4;4;2;2000;1;2
5545;1;3;4;2;2;3;2;5;2;4;2;1995;1;2
5546;1;2;3;1;2;2;4;1;2;2;1;1997;1;2
5547;1;5;5;4;5;4;1;2;3;4;2;1998;1;2
5548;1;2;2;2;1;1;2;3;1;2;1;1996;1;2
5551;1;1;4;2;1;2;3;1;2;2;1;2001;1;2
5552;1;1;1;1;1;1;1;5;2;3;1;1999;1;2
5553;1;2;2;2;1;2;2;4;1;4;1;2000;1;2
5554;1;2;3;1;1;2;2;3;2;3;2;1994;1;2
5556;1;1;1;2;2;3;3;2;2;4;1;2001;1;2
5557;1;4;4;3;2;3;2;3;4;4;2;1997;1;2
5559;1;2;4;1;3;3;4;4;2;4;1;1998;1;2
5561;1;1;2;1;3;1;2;3;2;4;2;1998;1;2
5562;1;2;2;1;1;2;1;4;1;2;2;1991;1;2
5563;1;2;2;2;2;3;2;4;2;4;1;2000;1;2
5564;1;1;1;1;1;1;1;1;2;3;2;1998;1;2
5565;1;1;1;1;3;1;4;5;1;3;1;2001;1;2
5566;1;3;3;3;3;4;3;3;2;4;1;1987;1;2
5568;1;1;2;2;2;2;2;2;3;2;1;2002;1;2
5569;1;3;4;2;2;3;1;1;4;4;1;2001;1;2
5571;1;1;2;1;4;1;1;1;1;3;1;2001;1;2
5572;1;2;4;3;2;3;2;1;3;4;1;2000;1;2
5573;1;1;1;1;1;3;3;4;1;4;1;1997;1;2
5574;1;1;1;2;2;2;1;1;3;1;1;2001;1;2
5575;3;1;1;1;1;1;1;1;3;3;1;2020;1;2
5576;3;1;1;1;1;1;1;1;2;3;1;1998;1;2
5577;1;3;4;3;4;4;1;4;4;4;2;1998;1;2
5580;1;1;4;1;2;1;1;4;1;1;1;1994;1;2
5598;1;2;3;2;3;4;5;1;3;5;1;1986;1;1
5599;3;4;4;2;1;3;1;4;4;4;2;2001;1;2
5600;1;4;4;2;2;4;2;2;2;4;1;1997;1;2
5601;1;2;2;2;1;2;1;2;2;4;1;1999;1;2
5602;1;2;3;2;2;5;2;5;4;4;2;1998;1;1
5603;1;2;2;2;3;2;1;5;2;4;2;1990;1;2
5604;2;5;5;5;5;5;5;5;4;4;2;1995;2;1
5605;1;3;5;1;1;2;1;1;4;4;2;2002;1;2
5606;1;1;5;2;2;2;2;2;2;4;1;2001;1;2
5609;1;4;4;4;3;5;2;5;4;4;2;1997;1;2
5611;2;2;4;2;3;5;2;2;4;4;1;2000;1;2
5612;3;1;3;1;1;4;1;1;2;5;1;1997;1;2
5613;1;3;4;3;3;4;2;5;4;4;2;1997;1;2
5614;3;1;3;1;2;3;2;1;2;4;1;1999;1;2
5615;1;2;4;2;1;4;4;2;2;4;2;2020;1;2
5616;3;5;5;5;5;5;5;5;5;5;2;2000;1;2
5617;3;2;4;3;3;3;3;3;4;4;2;2020;1;2
5618;1;2;3;5;2;2;3;1;2;4;1;2001;1;2
5619;1;1;1;2;2;2;2;2;3;4;1;2002;1;2
5620;3;2;2;2;2;2;2;3;1;2;1;1997;1;1
5622;1;3;4;2;4;5;4;5;4;4;2;1996;1;2
5623;1;2;3;2;3;3;1;3;2;3;1;2000;1;2
5627;1;1;1;2;2;1;4;2;2;4;2;2000;1;2
5628;1;1;1;1;4;1;2;2;1;4;1;1996;1;2
5630;1;4;5;5;4;5;4;1;5;5;1;1999;1;2
5631;1;1;2;1;2;3;3;2;2;5;1;1995;1;2
5633;1;5;5;3;3;5;2;4;4;2;2;1997;1;2
5634;3;2;3;3;3;3;3;3;3;4;1;1998;1;2
5635;1;2;4;2;2;5;2;5;4;4;2;2001;1;2
5636;1;1;2;2;1;2;2;5;2;4;2;2002;1;2
5637;1;2;4;2;2;2;1;5;2;4;1;1993;1;2
5638;3;1;2;1;1;2;2;2;1;1;1;1991;4;2
5639;1;1;3;2;2;1;1;2;1;4;1;2000;1;2
5641;1;3;4;3;3;3;3;1;4;4;1;1991;1;2
5642;1;2;4;2;2;5;5;2;4;4;1;1992;1;2
5646;1;2;4;1;1;3;2;1;3;4;1;2000;1;2
5647;1;2;4;2;3;2;1;5;4;3;2;2001;1;2
5648;1;4;5;5;5;5;5;4;5;5;1;1967;2;1
5651;3;2;2;2;1;3;2;3;5;5;2;1995;2;2
5653;1;5;5;5;5;5;5;5;3;3;2;2002;1;2
5654;1;4;5;2;5;2;5;5;2;4;1;1996;1;2
5655;1;1;1;2;3;2;2;4;1;2;2;2001;1;2
5656;2;4;4;4;4;4;4;4;2;4;1;1974;1;2
5658;1;5;5;5;5;5;5;5;5;4;2;1994;1;2
5661;1;5;5;5;5;2;1;5;5;3;1;1992;1;2
5662;2;3;4;5;5;5;1;5;4;4;2;1994;2;1
5663;1;2;3;1;1;2;2;3;2;2;2;2000;1;2
5664;2;4;4;1;1;3;2;5;4;4;1;1998;1;2
5666;1;2;2;1;2;1;3;2;1;4;1;2002;1;2
5668;1;1;1;1;2;4;1;5;1;4;2;2003;1;2
5669;3;4;4;2;2;2;1;5;3;4;1;1998;1;2
5672;1;1;1;1;1;2;2;1;1;4;1;2001;1;2
5674;1;1;3;1;1;3;1;1;4;4;1;1998;1;2
5678;3;5;5;5;5;5;2;5;5;5;2;2020;1;2
5679;1;1;1;1;1;1;1;1;1;2;1;1999;1;2
5681;1;4;5;1;3;4;3;4;4;5;2;2000;1;2
5682;1;2;2;1;1;2;2;5;2;3;1;1991;1;2
5683;1;4;4;4;2;3;2;2;2;4;1;1986;2;1
5687;1;4;4;1;1;3;2;2;3;4;2;2001;1;1
5690;1;3;3;3;3;3;3;3;5;5;1;2002;1;2
5692;1;1;3;1;1;1;1;3;1;1;1;2001;1;2
5711;1;2;3;2;2;3;3;4;1;4;2;1991;1;2
5724;1;1;1;1;1;1;1;1;1;1;1;2022;1;1
5727;1;2;2;3;2;4;2;3;2;4;2;2001;1;2
5736;2;4;4;3;3;5;1;2;4;4;1;2002;1;2
5737;1;1;3;1;1;1;1;1;1;1;1;1999;1;2
5792;1;3;4;3;2;3;1;4;4;4;2;2000;2;2
5797;1;1;1;1;2;1;1;4;1;3;1;1995;1;2
5798;1;1;1;2;1;3;2;4;1;2;1;1999;1;2
5799;1;2;1;2;3;1;3;5;1;2;1;1995;1;2
5806;1;1;1;1;1;5;3;1;2;3;1;2001;1;2
5808;1;1;1;1;1;1;1;1;1;1;2;2022;1;2
5809;1;1;4;1;3;1;1;4;1;1;1;1995;1;2
5810;1;2;1;2;2;5;2;5;4;4;1;2000;1;2
5812;1;2;3;1;1;1;3;5;1;3;1;1991;1;2
5814;1;1;3;1;1;1;1;1;2;2;1;2000;1;2
5815;3;2;4;2;2;3;1;2;1;4;2;2002;1;2
5816;1;1;4;1;1;1;2;4;1;1;1;2000;1;2
5817;1;1;4;1;3;1;1;2;2;4;2;2002;1;2
5818;1;2;3;1;3;4;1;2;3;1;2;1995;2;1
5819;1;1;1;1;4;4;1;5;2;4;1;1999;1;2
5820;1;4;4;2;2;2;2;4;4;4;2;1999;1;2
5823;1;1;1;2;2;2;2;5;1;2;1;1998;1;2
5824;1;3;4;2;3;5;2;5;4;5;2;2002;1;2
5825;1;2;3;3;1;3;1;1;2;3;2;2000;1;2
5826;1;2;4;3;3;3;1;1;3;5;1;1998;2;2
5828;3;4;4;3;5;4;3;5;4;5;2;1995;1;2
5833;1;3;4;4;2;4;2;2;3;4;1;2001;1;2
5834;1;3;4;2;2;3;2;2;2;4;2;1998;1;2
5835;1;1;2;1;2;3;1;4;2;3;2;2000;1;2
5836;1;5;4;5;5;5;5;5;5;5;2;2000;1;2
5837;1;1;4;1;1;1;1;1;3;4;1;2002;1;2
5839;1;1;4;1;1;1;1;1;2;4;1;2002;1;2
5841;1;1;4;1;1;2;4;1;4;4;1;2021;1;2
5842;1;4;5;4;5;3;4;5;4;4;2;2001;1;2
5843;3;2;4;2;2;5;2;1;4;4;2;1999;1;2
5844;1;2;4;2;2;1;2;2;1;4;2;2001;1;2
5845;1;3;3;1;1;1;1;1;3;3;2;2021;1;2
5846;1;4;5;3;5;4;2;5;5;5;2;2001;1;2
5847;1;5;4;5;5;5;2;5;3;5;1;2002;1;2
5849;1;2;3;1;1;5;5;5;2;4;2;2001;1;2
5850;1;1;1;1;5;1;5;5;1;2;2;1990;1;2
5853;3;5;4;3;3;5;3;5;5;5;2;2002;1;2
5855;1;2;4;2;2;4;1;3;4;4;2;2002;1;2
5856;1;2;3;2;2;1;2;4;1;1;1;2002;1;2
5857;1;3;4;2;4;5;2;5;4;4;2;2001;1;2
5858;1;1;4;1;1;1;1;1;2;4;1;2001;1;2
5859;1;2;4;2;2;2;2;2;3;4;1;1998;1;1
5864;2;2;4;2;2;2;2;3;2;2;1;2000;1;2
5864;2;2;4;2;2;2;2;3;2;2;1;2000;1;2
5876;1;1;2;1;2;1;1;3;1;2;1;1991;2;1
5924;1;1;1;1;1;1;1;1;1;1;1;1988;1;1
5926;1;5;1;4;4;4;4;4;4;4;2;1981;1;1
5928;1;2;2;2;1;5;2;1;4;4;1;1989;5;1
5929;1;5;5;5;5;5;5;5;5;5;1;1969;2;1
5932;1;5;5;5;5;5;5;5;4;4;1;1976;1;1
5933;1;5;5;5;5;5;5;5;5;5;2;1982;1;1
5934;1;4;4;2;5;5;2;5;4;4;2;1995;2;1
5935;1;5;5;5;5;5;5;4;4;4;1;1976;5;1
5936;1;2;2;1;1;3;2;5;2;5;2;1992;1;1
5938;1;4;4;3;3;5;2;2;3;4;1;1994;2;1
5938;1;4;4;3;3;5;2;2;3;4;1;1994;2;1
5941;1;1;4;1;1;4;3;1;4;5;1;1993;5;1
5945;3;5;5;5;5;5;5;5;4;4;2;1995;1;1
5994;1;2;2;3;3;3;3;3;3;4;2;1997;1;2
5995;1;1;1;2;2;5;3;2;2;3;1;2002;1;2
5997;1;4;4;4;4;4;4;4;4;4;1;1977;2;1
5998;1;1;3;2;2;1;1;4;1;4;1;2002;1;2
6002;2;1;2;2;2;5;2;2;5;5;2;2001;1;2
6004;1;5;5;5;5;5;5;5;5;5;2;2002;1;2
6005;1;1;4;2;1;2;1;3;2;4;2;2001;1;2
6007;1;1;2;1;1;2;2;1;1;4;1;2001;1;2
6008;3;1;4;1;3;1;1;2;2;4;2;2002;1;2
6011;1;1;1;1;1;5;5;2;2;4;1;2002;1;2
6012;1;1;1;1;1;1;1;1;1;2;1;2003;1;2
6013;1;3;4;1;3;3;1;2;3;4;2;2001;1;2
6014;1;1;2;1;3;1;3;1;1;4;1;2002;1;2
6015;1;5;5;1;5;5;5;5;4;4;2;2001;1;2
6016;1;4;4;2;2;4;2;4;4;4;2;2001;1;2
6018;1;3;4;2;2;3;3;4;4;4;1;2002;1;2
6019;1;1;2;1;2;1;1;5;1;4;1;2001;1;2
6021;1;2;3;1;1;3;4;5;2;4;1;2002;1;2
6024;1;2;2;2;2;5;3;2;2;4;1;2002;1;2
6025;1;2;2;1;4;2;1;1;1;4;1;1997;1;2
6026;1;1;2;1;1;1;3;4;1;4;1;1997;1;2
6027;1;1;2;1;1;2;2;1;2;4;1;2002;1;2
6028;1;1;2;1;1;1;4;1;1;2;2;1999;1;2
6029;1;2;4;2;1;2;3;5;1;4;1;2000;1;2
6030;1;2;2;2;2;3;3;2;3;4;1;2001;1;2
6031;1;1;1;1;1;1;2;5;1;3;1;2001;1;2
6034;2;3;4;2;2;2;2;3;2;2;2;2002;1;2
6034;2;2;4;3;2;2;2;4;2;2;2;2002;1;2
6035;1;1;1;2;2;1;2;4;1;5;1;2000;1;2
6038;1;3;4;4;4;3;1;5;4;4;2;2000;1;2
6042;1;3;5;2;3;3;2;2;4;4;2;1998;5;2
6043;1;2;2;2;2;2;3;3;1;4;1;2002;1;2
6046;1;1;3;2;2;2;2;4;4;2;2;2002;1;2
6047;1;1;1;1;1;1;2;2;1;2;1;2002;1;2
6049;1;3;2;1;5;5;1;5;4;4;2;2001;1;2
6050;3;5;4;5;5;4;2;5;5;3;2;1997;2;2
6051;1;1;4;1;2;2;2;3;1;3;2;2002;1;2
6053;1;2;4;2;2;2;2;1;4;4;1;2001;1;2
6054;1;1;1;1;1;2;1;4;4;4;2;2002;1;2
6056;1;3;5;2;5;5;5;5;4;4;2;2001;1;2
6057;1;1;1;3;2;1;1;4;1;1;1;2002;1;2
6059;3;3;4;2;3;3;2;3;4;4;2;2001;1;2
6060;1;4;4;2;2;5;3;1;4;4;1;2002;1;2
6062;1;4;4;2;2;3;2;3;3;4;2;2002;1;2
6067;1;3;4;3;3;3;3;3;5;5;2;1997;1;2
6071;1;5;5;5;5;5;5;5;4;4;1;1980;1;2
6072;1;4;4;2;4;5;1;2;4;4;2;2021;1;2
6074;1;1;1;1;1;1;1;3;1;3;1;2002;1;2
6076;1;1;1;1;1;1;2;3;1;4;1;2001;1;2
6077;1;1;2;1;1;1;1;1;1;1;2;2001;1;2
6080;2;3;5;5;5;5;2;5;4;4;2;2001;1;2
6084;1;1;4;1;1;3;3;2;3;4;1;1999;1;2
6085;3;1;1;1;1;1;1;1;4;4;1;2002;1;2
6086;2;2;4;1;1;5;1;1;4;4;1;1995;1;2
6092;3;3;4;4;4;4;4;1;3;3;1;1995;1;2
6093;1;1;1;1;1;1;2;4;1;4;1;2002;1;2
6095;1;2;4;2;2;5;1;2;4;4;2;1993;1;2
6096;1;1;4;2;1;3;1;4;4;4;2;1994;1;2
6101;1;2;4;2;2;1;2;5;2;3;1;2001;1;2
6103;1;4;4;4;4;4;2;4;2;4;1;1982;2;1
6104;1;1;4;1;3;1;2;1;2;4;1;1998;1;2
6105;1;3;5;4;4;4;4;4;4;4;2;1998;1;2
6106;1;4;4;4;4;4;1;4;4;4;2;1999;1;2
6108;2;2;4;2;1;1;4;1;1;4;2;1998;2;2
6109;1;2;4;3;3;3;2;2;3;3;2;1998;1;2
6110;1;1;4;1;1;4;1;1;5;5;1;1982;2;1
6111;1;4;4;4;4;4;1;4;4;4;2;1999;1;2
6112;1;3;4;2;1;5;3;3;3;4;1;1998;1;2
6113;1;1;3;1;3;1;1;4;1;1;1;2021;1;1
6115;1;1;2;3;3;1;3;1;2;4;1;1998;1;1
6116;1;2;2;1;3;1;2;3;1;3;1;1996;1;2
6118;1;1;1;2;2;1;2;1;1;4;1;2002;1;2
6119;1;1;1;1;2;2;4;4;2;4;1;2001;1;2
6121;3;2;4;1;4;5;1;5;2;5;2;2002;1;2
6122;1;2;4;2;1;5;2;5;4;4;2;1994;1;2
6123;1;1;1;1;1;1;2;2;1;4;1;1998;1;2
6125;1;5;5;5;5;5;5;5;4;4;2;2001;1;2
6127;2;5;5;5;5;5;5;5;4;4;2;1988;1;1
6128;1;4;4;2;2;1;2;4;4;2;2;2000;1;2
6129;3;1;3;1;1;1;3;1;2;4;2;2002;1;2
6130;1;5;5;5;5;5;2;5;2;2;2;1999;1;2
6131;1;3;4;2;3;3;2;2;5;5;2;2002;1;2
6132;1;1;1;2;1;1;1;3;1;1;2;1999;1;2
6133;2;5;5;5;5;5;2;5;5;5;2;1998;1;2
6139;1;2;5;2;2;2;2;5;4;4;2;2000;1;2
6141;1;4;4;5;2;5;5;2;4;4;1;2001;1;2
6151;1;4;4;4;3;5;2;3;2;2;1;2001;1;2
6157;1;5;5;5;5;5;5;5;5;5;2;1993;1;2
6165;2;3;4;5;2;2;3;3;4;4;2;2002;1;2
6172;1;2;4;1;4;5;2;5;3;4;1;2003;1;2
6216;1;3;4;3;4;5;2;3;4;5;2;1977;2;2
6276;1;1;1;1;1;1;1;1;2;2;2;2022;1;2
6296;1;1;5;5;5;5;5;5;1;1;1;2022;1;1
6316;1;1;1;2;1;4;1;5;2;2;2;2002;1;2
6317;1;1;3;1;2;2;2;3;2;3;1;2001;1;2
6318;1;2;4;2;4;4;4;2;4;4;1;1991;1;2
6320;1;2;2;2;2;1;2;4;2;4;1;2000;1;2
6321;1;1;1;1;4;1;2;5;1;1;1;2001;1;2
6329;1;3;4;2;2;3;4;5;3;4;2;1995;1;2
6332;1;1;2;1;2;1;1;3;1;1;1;1999;1;2
6333;1;1;3;1;2;3;2;3;3;3;1;2002;1;2
6335;2;2;4;2;2;2;2;2;2;2;1;2002;1;2
6336;3;2;4;2;2;2;2;2;2;4;1;2003;1;2
6337;1;1;1;3;2;1;2;1;1;4;1;2000;1;2
6338;1;1;1;1;1;1;1;1;1;3;1;2002;1;2
6339;1;2;3;1;3;5;5;4;4;5;1;2002;1;2
6340;1;2;4;1;1;2;3;3;2;4;1;2000;1;2
6341;1;3;4;3;2;5;4;1;2;2;1;2001;1;2
6342;1;1;1;3;4;1;1;2;2;1;1;2002;1;2
6343;1;2;4;1;3;3;2;3;4;5;2;2002;1;2
6344;2;2;4;3;5;5;2;3;5;5;2;2003;1;1
6345;1;1;1;3;3;1;2;2;2;4;1;2000;1;2
6346;1;1;1;2;2;2;2;2;2;2;1;2003;1;2
6347;1;2;3;3;1;4;2;1;2;5;1;2003;1;2
6348;3;1;1;4;1;5;2;1;2;5;1;2003;1;2
6349;1;1;2;1;1;3;1;1;2;5;1;2003;1;2
6350;1;2;4;2;2;4;3;4;5;4;2;2002;1;2
6351;3;1;2;2;2;1;2;1;1;3;1;1996;1;2
6354;1;1;1;1;1;3;5;5;2;4;1;2022;1;2
6355;1;2;3;2;3;2;3;3;2;4;1;2001;1;2
6356;1;2;3;5;4;2;2;3;1;2;1;1993;1;2
6357;1;1;2;1;1;4;1;5;1;2;2;1996;1;2
6358;3;2;4;2;2;2;2;2;2;1;2;1992;1;1
6359;1;1;3;1;1;1;1;5;2;4;2;2002;1;2
6360;3;2;3;1;3;1;1;4;1;2;1;2000;1;2
6361;1;1;1;1;3;1;2;5;1;2;1;1998;5;2
6362;1;1;4;1;1;1;3;3;2;4;2;2003;1;2
6363;1;2;1;2;1;1;1;5;2;3;2;2002;1;2
6364;1;1;3;1;1;5;1;5;2;5;2;2000;1;2
6365;1;2;4;2;2;2;1;5;1;4;2;2001;1;2
6367;1;3;4;3;3;3;3;5;4;4;1;2001;1;2
6368;1;2;3;2;2;2;3;2;2;4;1;2002;1;2
